dataset,video_id,plot_path,gt_supportable_count,gt_uncertain_count,gt_unsupportable_count,final_pi_count,valley_cut_count,high_unmarked_peak_count,low_marked_segment_count
XD-Violence,Mission.Impossible.II.2000__#01-25-08_01-25-31_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0248_XD-Violence_Mission.Impossible.II.2000___01-25-08_01-25-31_label_B2-0-0.png,1,0,0,2,0,0,0
XD-Violence,Mission.Impossible.II.2000__#01-29-30_01-29-44_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0249_XD-Violence_Mission.Impossible.II.2000___01-29-30_01-29-44_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.II.2000__#01-32-56_01-33-25_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0250_XD-Violence_Mission.Impossible.II.2000___01-32-56_01-33-25_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.II.2000__#01-38-25_01-38-41_label_B2-B5-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0251_XD-Violence_Mission.Impossible.II.2000___01-38-25_01-38-41_label_B2-B5-0.png,0,2,0,1,0,0,0
XD-Violence,Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0252_XD-Violence_Mission.Impossible.II.2000___01-46-20_01-47-11_label_B2-B6-0.png,2,2,0,1,0,0,0
XD-Violence,Mission.Impossible.III.2006__#00-19-56_00-20-26_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0253_XD-Violence_Mission.Impossible.III.2006___00-19-56_00-20-26_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.III.2006__#00-56-23_00-56-40_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0254_XD-Violence_Mission.Impossible.III.2006___00-56-23_00-56-40_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.III.2006__#01-06-52_01-07-15_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0255_XD-Violence_Mission.Impossible.III.2006___01-06-52_01-07-15_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.III.2006__#01-54-02_01-54-40_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0256_XD-Violence_Mission.Impossible.III.2006___01-54-02_01-54-40_label_B2-0-0.png,2,0,0,1,0,0,0
XD-Violence,Mission.Impossible.V.Rogue.Nation.2015__#00-14-40_00-17-12_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0257_XD-Violence_Mission.Impossible.V.Rogue.Nation.2015___00-14-40_00-17-12_label_B1-0-0.png,1,2,1,6,0,0,0
XD-Violence,Mission.Impossible.V.Rogue.Nation.2015__#00-17-27_00-17-55_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0258_XD-Violence_Mission.Impossible.V.Rogue.Nation.2015___00-17-27_00-17-55_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.V.Rogue.Nation.2015__#01-15-52_01-16-48_label_B6-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0259_XD-Violence_Mission.Impossible.V.Rogue.Nation.2015___01-15-52_01-16-48_label_B6-B2-0.png,3,0,0,2,0,0,0
XD-Violence,Mission.Impossible.V.Rogue.Nation.2015__#01-19-48_01-20-20_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0260_XD-Violence_Mission.Impossible.V.Rogue.Nation.2015___01-19-48_01-20-20_label_B6-0-0.png,1,0,0,1,0,0,1
XD-Violence,Mission.Impossible.V.Rogue.Nation.2015__#01-54-23_01-55-10_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0261_XD-Violence_Mission.Impossible.V.Rogue.Nation.2015___01-54-23_01-55-10_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,New.Kids.Turbo.2010__#00-22-35_00-23-14_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0262_XD-Violence_New.Kids.Turbo.2010___00-22-35_00-23-14_label_B1-0-0.png,1,1,0,1,0,0,1
XD-Violence,New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0263_XD-Violence_New.Kids.Turbo.2010___00-50-13_00-50-34_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0264_XD-Violence_Operation.Red.Sea.2018___0-02-17_0-02-37_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#0-16-06_0-16-46_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0265_XD-Violence_Operation.Red.Sea.2018___0-16-06_0-16-46_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#0-25-36_0-26-03_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0266_XD-Violence_Operation.Red.Sea.2018___0-25-36_0-26-03_label_G-0-0.png,0,1,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#0-29-36_0-30-20_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0267_XD-Violence_Operation.Red.Sea.2018___0-29-36_0-30-20_label_B2-G-0.png,2,0,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#0-56-26_0-57-10_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0268_XD-Violence_Operation.Red.Sea.2018___0-56-26_0-57-10_label_G-0-0.png,1,1,1,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#01-20-58_01-22-00_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0269_XD-Violence_Operation.Red.Sea.2018___01-20-58_01-22-00_label_B5-0-0.png,0,1,0,1,0,0,0
XD-Violence,Operation.Red.Sea.2018__#01-37-22_01-37-36_label_G-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0270_XD-Violence_Operation.Red.Sea.2018___01-37-22_01-37-36_label_G-B2-0.png,0,2,0,1,0,0,0
XD-Violence,Quantum.Of.Solace.2008__#01-19-30_01-20-05_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0271_XD-Violence_Quantum.Of.Solace.2008___01-19-30_01-20-05_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Quantum.Of.Solace.2008__#01-30-26_01-30-42_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0272_XD-Violence_Quantum.Of.Solace.2008___01-30-26_01-30-42_label_B2-B1-0.png,0,1,1,1,0,0,0
XD-Violence,Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0273_XD-Violence_Rush.Hour.1998.BluRay___00-08-08_00-09-15_label_B2-B6-G.png,3,3,1,2,0,0,0
XD-Violence,Rush.Hour.1998.BluRay__#00-11-05_00-12-10_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0274_XD-Violence_Rush.Hour.1998.BluRay___00-11-05_00-12-10_label_B2-B1-0.png,2,1,0,1,0,0,1
XD-Violence,Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0275_XD-Violence_Rush.Hour.1998.BluRay___01-20-28_01-21-38_label_B2-0-0.png,4,3,0,2,0,0,0
XD-Violence,Rush.Hour.1998.BluRay__#01-25-21_01-25-46_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0276_XD-Violence_Rush.Hour.1998.BluRay___01-25-21_01-25-46_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Rush.Hour.3.2007.BluRay__#00-04-59_00-05-31_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0277_XD-Violence_Rush.Hour.3.2007.BluRay___00-04-59_00-05-31_label_B2-0-0.png,0,1,0,1,0,0,0
XD-Violence,Rush.Hour.3.2007.BluRay__#00-34-11_00-35-46_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0278_XD-Violence_Rush.Hour.3.2007.BluRay___00-34-11_00-35-46_label_B1-0-0.png,5,1,0,1,0,0,0
XD-Violence,Rush.Hour.3.2007.BluRay__#00-40-56_00-41-52_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0279_XD-Violence_Rush.Hour.3.2007.BluRay___00-40-56_00-41-52_label_B2-0-0.png,0,1,1,1,0,0,0
XD-Violence,Rush.Hour.3.2007.BluRay__#01-12-16_01-12-36_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0280_XD-Violence_Rush.Hour.3.2007.BluRay___01-12-16_01-12-36_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Salt.2010__#00-17-40_00-18-16_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0281_XD-Violence_Salt.2010___00-17-40_00-18-16_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Salt.2010__#01-06-27_01-07-07_label_G-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0282_XD-Violence_Salt.2010___01-06-27_01-07-07_label_G-B2-0.png,2,2,1,1,0,0,0
XD-Violence,Salt.2010__#01-12-05_01-12-32_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0283_XD-Violence_Salt.2010___01-12-05_01-12-32_label_B2-G-0.png,2,0,0,1,0,0,0
XD-Violence,Saving.Private.Ryan.1998__#00-47-50_00-49-35_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0284_XD-Violence_Saving.Private.Ryan.1998___00-47-50_00-49-35_label_B2-0-0.png,3,0,0,3,0,0,2
XD-Violence,Saving.Private.Ryan.1998__#02-16-58_02-17-13_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0285_XD-Violence_Saving.Private.Ryan.1998___02-16-58_02-17-13_label_G-0-0.png,1,0,0,0,0,3,0
XD-Violence,Saving.Private.Ryan.1998__#02-20-00_02-20-13_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0286_XD-Violence_Saving.Private.Ryan.1998___02-20-00_02-20-13_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Saving.Private.Ryan.1998__#02-23-00_02-23-28_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0287_XD-Violence_Saving.Private.Ryan.1998___02-23-00_02-23-28_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Saving.Private.Ryan.1998__#02-23-58_02-24-18_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0288_XD-Violence_Saving.Private.Ryan.1998___02-23-58_02-24-18_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Saving.Private.Ryan.1998__#02-24-18_02-25-42_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0289_XD-Violence_Saving.Private.Ryan.1998___02-24-18_02-25-42_label_B1-0-0.png,3,0,0,1,0,0,0
XD-Violence,Saving.Private.Ryan.1998__#02-25-42_02-26-03_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0290_XD-Violence_Saving.Private.Ryan.1998___02-25-42_02-26-03_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Shoot.Em.Up.2007__#00-32-40_00-35-10_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0291_XD-Violence_Shoot.Em.Up.2007___00-32-40_00-35-10_label_B2-0-0.png,7,3,0,1,0,0,0
XD-Violence,Shoot.Em.Up.2007__#00-53-25_00-56-47_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0292_XD-Violence_Shoot.Em.Up.2007___00-53-25_00-56-47_label_B2-0-0.png,4,3,0,3,0,0,0
XD-Violence,Shoot.Em.Up.2007__#00-56-56_00-57-15_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0293_XD-Violence_Shoot.Em.Up.2007___00-56-56_00-57-15_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Sin.City.2005__#0-06-42_0-07-06_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0294_XD-Violence_Sin.City.2005___0-06-42_0-07-06_label_B1-0-0.png,0,1,0,1,0,0,0
XD-Violence,Sin.City.2005__#0-10-40_0-11-40_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0295_XD-Violence_Sin.City.2005___0-10-40_0-11-40_label_B2-0-0.png,1,3,1,2,0,0,0
XD-Violence,Sin.City.2005__#0-22-04_0-22-18_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0296_XD-Violence_Sin.City.2005___0-22-04_0-22-18_label_B5-0-0.png,1,0,0,1,0,0,0
XD-Violence,Sin.City.2005__#0-29-34_0-29-56_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0297_XD-Violence_Sin.City.2005___0-29-34_0-29-56_label_B2-0-0.png,0,2,0,1,0,0,0
XD-Violence,Sin.City.2005__#0-32-00_0-32-16_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0298_XD-Violence_Sin.City.2005___0-32-00_0-32-16_label_B2-0-0.png,0,2,0,1,0,0,0
XD-Violence,Sin.City.2005__#0-43-45_0-44-01_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0299_XD-Violence_Sin.City.2005___0-43-45_0-44-01_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Sin.City.2005__#01-19-08_01-19-23_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0300_XD-Violence_Sin.City.2005___01-19-08_01-19-23_label_G-0-0.png,1,0,0,1,0,0,1
XD-Violence,Sin.City.2005__#01-51-59_01-52-29_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0301_XD-Violence_Sin.City.2005___01-51-59_01-52-29_label_B2-0-0.png,0,2,0,1,0,0,0
XD-Violence,Skyfall.2012__#00-03-22_00-03-40_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0302_XD-Violence_Skyfall.2012___00-03-22_00-03-40_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,Skyfall.2012__#00-06-10_00-06-25_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0303_XD-Violence_Skyfall.2012___00-06-10_00-06-25_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,Skyfall.2012__#01-20-05_01-20-20_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0304_XD-Violence_Skyfall.2012___01-20-05_01-20-20_label_B1-B2-0.png,1,0,0,1,0,0,0
XD-Violence,Skyfall.2012__#01-55-44_01-56-57_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0305_XD-Violence_Skyfall.2012___01-55-44_01-56-57_label_B2-G-0.png,4,2,1,2,0,0,0
XD-Violence,Skyfall.2012__#01-57-40_01-58-00_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0306_XD-Violence_Skyfall.2012___01-57-40_01-58-00_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Skyfall.2012__#02-08-44_02-09-17_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0307_XD-Violence_Skyfall.2012___02-08-44_02-09-17_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Spectre.2015__#00-44-05_00-44-40_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0308_XD-Violence_Spectre.2015___00-44-05_00-44-40_label_B1-B2-0.png,3,0,0,1,0,0,0
XD-Violence,Spectre.2015__#01-08-58_01-09-20_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0309_XD-Violence_Spectre.2015___01-08-58_01-09-20_label_B1-B2-0.png,0,2,1,1,0,0,0
XD-Violence,Spectre.2015__#01-10-35_01-10-53_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0310_XD-Violence_Spectre.2015___01-10-35_01-10-53_label_B2-0-0.png,1,1,0,1,0,0,2
XD-Violence,Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0311_XD-Violence_Spectre.2015___01-32-55_01-35-40_label_B1-B2-0.png,2,2,1,3,0,14,0
XD-Violence,Spectre.2015__#02-02-57_02-03-27_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0312_XD-Violence_Spectre.2015___02-02-57_02-03-27_label_B1-B2-0.png,0,1,0,1,0,0,0
XD-Violence,Spectre.2015__#02-15-30_02-16-05_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0313_XD-Violence_Spectre.2015___02-15-30_02-16-05_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#00-13-42_00-14-16_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0314_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___00-13-42_00-14-16_label_B5-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#00-45-50_00-46-20_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0315_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___00-45-50_00-46-20_label_G-0-0.png,0,1,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#01-00-00_01-00-16_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0316_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___01-00-00_01-00-16_label_B2-0-0.png,0,1,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#01-06-28_01-06-49_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0317_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___01-06-28_01-06-49_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#01-18-25_01-18-40_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0318_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___01-18-25_01-18-40_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.2.UNRATED.EXTENDED.2012__#01-18-40_01-19-00_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0319_XD-Violence_Taken.2.UNRATED.EXTENDED.2012___01-18-40_01-19-00_label_B1-0-0.png,0,1,0,1,0,0,0
XD-Violence,Taken.3.2014__#00-03-58_00-04-16_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0320_XD-Violence_Taken.3.2014___00-03-58_00-04-16_label_B2-0-0.png,0,1,0,1,0,0,2
XD-Violence,Taken.3.2014__#01-04-50_01-05-05_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0321_XD-Violence_Taken.3.2014___01-04-50_01-05-05_label_B1-0-0.png,0,1,0,1,0,0,1
XD-Violence,Taken.3.2014__#01-09-26_01-09-54_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0322_XD-Violence_Taken.3.2014___01-09-26_01-09-54_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.3.2014__#01-12-48_01-14-30_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0323_XD-Violence_Taken.3.2014___01-12-48_01-14-30_label_B2-B1-0.png,2,0,1,1,0,0,0
XD-Violence,Taken.3.2014__#01-19-13_01-19-30_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0324_XD-Violence_Taken.3.2014___01-19-13_01-19-30_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Taken.Extended.Cut.2008__#00-33-51_00-34-03_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0325_XD-Violence_Taken.Extended.Cut.2008___00-33-51_00-34-03_label_B1-0-0.png,1,1,0,1,0,0,0
XD-Violence,Taken.Extended.Cut.2008__#00-50-45_00-51-04_label_B2-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0326_XD-Violence_Taken.Extended.Cut.2008___00-50-45_00-51-04_label_B2-B6-0.png,1,1,0,1,0,0,0
XD-Violence,The.Bourne.Identity.2002__#0-19-53_0-21-48_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0327_XD-Violence_The.Bourne.Identity.2002___0-19-53_0-21-48_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,The.Bourne.Identity.2002__#0-54-45_0-56-25_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0328_XD-Violence_The.Bourne.Identity.2002___0-54-45_0-56-25_label_B6-0-0.png,3,1,0,3,0,0,4
XD-Violence,The.Bourne.Identity.2002__#01-27-39_01-29-19_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0329_XD-Violence_The.Bourne.Identity.2002___01-27-39_01-29-19_label_B2-0-0.png,0,2,1,3,0,0,0
XD-Violence,The.Bourne.Identity.2002__#01-45-00_01-45-46_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0330_XD-Violence_The.Bourne.Identity.2002___01-45-00_01-45-46_label_B1-0-0.png,0,3,0,1,0,0,3
XD-Violence,The.Bourne.Legacy.2012__#0-39-56_0-40-15_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0331_XD-Violence_The.Bourne.Legacy.2012___0-39-56_0-40-15_label_G-0-0.png,1,0,0,0,0,0,0
XD-Violence,The.Bourne.Legacy.2012__#0-59-18_01-01-52_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0332_XD-Violence_The.Bourne.Legacy.2012___0-59-18_01-01-52_label_B2-B1-0.png,4,3,0,2,0,0,0
XD-Violence,The.Bourne.Ultimatum.2007__#01-26-27_01-28-03_label_B2-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0333_XD-Violence_The.Bourne.Ultimatum.2007___01-26-27_01-28-03_label_B2-B6-0.png,4,1,0,2,0,0,0
XD-Violence,The.Bourne.Ultimatum.2007__#01-44-02_01-44-11_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0334_XD-Violence_The.Bourne.Ultimatum.2007___01-44-02_01-44-11_label_B2-0-0.png,0,0,1,1,0,0,0
XD-Violence,The.Fast.and.the.Furious.2001__#00-29-00_00-29-52_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0335_XD-Violence_The.Fast.and.the.Furious.2001___00-29-00_00-29-52_label_B2-G-0.png,2,0,0,1,0,0,1
XD-Violence,The.Fast.and.the.Furious.2001__#00-52-18_00-53-36_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0336_XD-Violence_The.Fast.and.the.Furious.2001___00-52-18_00-53-36_label_B1-0-0.png,1,1,0,2,0,0,0
XD-Violence,The.Fast.and.the.Furious.2001__#01-14-04_01-15-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0337_XD-Violence_The.Fast.and.the.Furious.2001___01-14-04_01-15-20_label_B1-0-0.png,2,2,0,1,0,0,0
XD-Violence,The.Fast.and.the.Furious.2001__#01-24-18_01-25-05_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0338_XD-Violence_The.Fast.and.the.Furious.2001___01-24-18_01-25-05_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,The.Fast.and.the.Furious.2001__#01-37-40_01-38-30_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0339_XD-Violence_The.Fast.and.the.Furious.2001___01-37-40_01-38-30_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,The.Hurt.Locker.2008__#0-08-45_0-09-57_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0340_XD-Violence_The.Hurt.Locker.2008___0-08-45_0-09-57_label_G-0-0.png,1,0,0,2,0,0,0
XD-Violence,The.Hurt.Locker.2008__#0-19-22_0-22-32_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0341_XD-Violence_The.Hurt.Locker.2008___0-19-22_0-22-32_label_B2-B1-0.png,1,2,1,4,0,0,0
XD-Violence,The.Hurt.Locker.2008__#01-02-10_01-03-55_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0342_XD-Violence_The.Hurt.Locker.2008___01-02-10_01-03-55_label_B2-0-0.png,2,2,0,2,0,0,3
XD-Violence,The.Hurt.Locker.2008__#01-27-42_01-28-09_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0343_XD-Violence_The.Hurt.Locker.2008___01-27-42_01-28-09_label_G-0-0.png,1,0,0,1,0,0,1
XD-Violence,The.World.Is.Not.Enough.1999__#00-07-04_00-07-45_label_G-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0344_XD-Violence_The.World.Is.Not.Enough.1999___00-07-04_00-07-45_label_G-B2-0.png,2,0,0,1,0,0,0
XD-Violence,The.World.Is.Not.Enough.1999__#00-10-22_00-10-40_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0345_XD-Violence_The.World.Is.Not.Enough.1999___00-10-22_00-10-40_label_G-0-0.png,0,1,0,1,0,0,0
