dataset,video_id,plot_path,gt_supportable_count,gt_uncertain_count,gt_unsupportable_count,final_pi_count,valley_cut_count,high_unmarked_peak_count,low_marked_segment_count
XD-Violence,Black.Hawk.Down.2001__#02-00-12_02-01-29_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0147_XD-Violence_Black.Hawk.Down.2001___02-00-12_02-01-29_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Braveheart.1995__#00-56-30_00-57-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0148_XD-Violence_Braveheart.1995___00-56-30_00-57-20_label_B1-0-0.png,1,0,0,2,0,0,0
XD-Violence,Braveheart.1995__#01-26-50_01-32-30_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0149_XD-Violence_Braveheart.1995___01-26-50_01-32-30_label_B1-0-0.png,1,0,0,9,0,0,0
XD-Violence,Braveheart.1995__#02-05-34_02-06-40_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0150_XD-Violence_Braveheart.1995___02-05-34_02-06-40_label_B1-0-0.png,1,0,0,2,0,0,0
XD-Violence,Braveheart.1995__#02-07-00_02-08-15_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0151_XD-Violence_Braveheart.1995___02-07-00_02-08-15_label_B1-0-0.png,2,0,0,2,0,0,0
XD-Violence,Brick.Mansions.2014__#00-11-57_00-12-12_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0152_XD-Violence_Brick.Mansions.2014___00-11-57_00-12-12_label_B2-0-0.png,0,1,0,1,0,0,0
XD-Violence,Brick.Mansions.2014__#00-16-26_00-17-12_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0153_XD-Violence_Brick.Mansions.2014___00-16-26_00-17-12_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0154_XD-Violence_Brick.Mansions.2014___00-41-25_00-42-36_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,Brick.Mansions.2014__#01-02-00_01-02-43_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0155_XD-Violence_Brick.Mansions.2014___01-02-00_01-02-43_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0156_XD-Violence_Bullet.in.the.Head.1990___00-17-20_00-18-55_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,Bullet.in.the.Head.1990__#00-23-31_00-24-40_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0157_XD-Violence_Bullet.in.the.Head.1990___00-23-31_00-24-40_label_G-0-0.png,1,0,0,2,0,0,4
XD-Violence,Bullet.in.the.Head.1990__#00-41-30_00-44-16_label_B4-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0158_XD-Violence_Bullet.in.the.Head.1990___00-41-30_00-44-16_label_B4-G-0.png,1,1,0,3,0,0,0
XD-Violence,Bullet.in.the.Head.1990__#01-26-30_01-27-34_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0159_XD-Violence_Bullet.in.the.Head.1990___01-26-30_01-27-34_label_B2-0-0.png,1,0,0,3,0,0,0
XD-Violence,Bullet.in.the.Head.1990__#01-45-21_01-46-20_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0160_XD-Violence_Bullet.in.the.Head.1990___01-45-21_01-46-20_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Bullet.in.the.Head.1990__#02-02-00_02-05-22_label_B2-B6-G,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0161_XD-Violence_Bullet.in.the.Head.1990___02-02-00_02-05-22_label_B2-B6-G.png,5,1,0,4,0,0,0
XD-Violence,Casino.Royale.2006__#00-18-30_00-19-20_label_G-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0162_XD-Violence_Casino.Royale.2006___00-18-30_00-19-20_label_G-B2-0.png,1,0,0,1,0,0,0
XD-Violence,Casino.Royale.2006__#00-50-05_00-51-16_label_B1-B2-B6,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0163_XD-Violence_Casino.Royale.2006___00-50-05_00-51-16_label_B1-B2-B6.png,5,1,0,2,0,0,0
XD-Violence,Casino.Royale.2006__#00-51-16_00-52-41_label_B1-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0164_XD-Violence_Casino.Royale.2006___00-51-16_00-52-41_label_B1-B6-0.png,3,0,0,2,0,0,0
XD-Violence,Casino.Royale.2006__#01-17-29_01-17-46_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0165_XD-Violence_Casino.Royale.2006___01-17-29_01-17-46_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Casino.Royale.2006__#01-46-40_01-47-14_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0166_XD-Violence_Casino.Royale.2006___01-46-40_01-47-14_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0167_XD-Violence_City.Of.Men.2007___00-51-50_00-53-31_label_B2-0-0.png,1,1,0,2,0,0,0
XD-Violence,City.Of.Men.2007__#00-57-37_00-58-27_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0168_XD-Violence_City.Of.Men.2007___00-57-37_00-58-27_label_B2-0-0.png,0,2,0,1,1,0,2
XD-Violence,City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0169_XD-Violence_City.Of.Men.2007___01-17-27_01-17-59_label_B2-0-0.png,1,0,0,1,0,0,1
XD-Violence,City.Of.Men.2007__#01-35-30_01-36-00_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0170_XD-Violence_City.Of.Men.2007___01-35-30_01-36-00_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,City.of.God.2002__#00-37-20_00-38-02_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0171_XD-Violence_City.of.God.2002___00-37-20_00-38-02_label_B5-0-0.png,1,0,0,1,0,0,3
XD-Violence,City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0172_XD-Violence_City.of.God.2002___00-40-16_00-41-30_label_B2-0-0.png,1,2,0,2,0,0,3
XD-Violence,City.of.God.2002__#01-24-10_01-25-10_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0173_XD-Violence_City.of.God.2002___01-24-10_01-25-10_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,City.of.God.2002__#01-52-20_01-54-32_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0174_XD-Violence_City.of.God.2002___01-52-20_01-54-32_label_B2-0-0.png,1,2,0,5,0,0,0
XD-Violence,Crank.Dircut.2006__#0-27-42_0-29-01_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0175_XD-Violence_Crank.Dircut.2006___0-27-42_0-29-01_label_B1-0-0.png,2,0,1,2,0,0,0
XD-Violence,Deadpool.2.2018__#0-04-46_0-05-01_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0176_XD-Violence_Deadpool.2.2018___0-04-46_0-05-01_label_B2-0-0.png,0,2,0,1,0,0,0
XD-Violence,Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0177_XD-Violence_Deadpool.2.2018___0-50-30_0-51-20_label_B1-0-0.png,2,0,1,1,0,0,0
XD-Violence,Deadpool.2.2018__#01-03-09_01-03-54_label_B4-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0178_XD-Violence_Deadpool.2.2018___01-03-09_01-03-54_label_B4-0-0.png,1,0,0,1,0,0,1
XD-Violence,Deadpool.2016__#0-18-58_0-19-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0179_XD-Violence_Deadpool.2016___0-18-58_0-19-20_label_B1-0-0.png,1,1,0,1,0,0,0
XD-Violence,Death.Proof.2007__#00-45-05_00-47-36_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0180_XD-Violence_Death.Proof.2007___00-45-05_00-47-36_label_B5-0-0.png,1,1,0,3,0,0,2
XD-Violence,Death.Proof.2007__#01-40-41_01-42-17_label_B5-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0181_XD-Violence_Death.Proof.2007___01-40-41_01-42-17_label_B5-B6-0.png,1,1,0,2,0,0,3
XD-Violence,Desperado.1995__#00-16-48_00-18-52_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0182_XD-Violence_Desperado.1995___00-16-48_00-18-52_label_B1-0-0.png,2,2,1,2,0,0,0
XD-Violence,Desperado.1995__#00-38-36_00-39-21_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0183_XD-Violence_Desperado.1995___00-38-36_00-39-21_label_B1-B2-0.png,2,1,1,1,0,0,0
XD-Violence,Desperado.1995__#01-14-11_01-17-28_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0184_XD-Violence_Desperado.1995___01-14-11_01-17-28_label_B2-G-0.png,4,2,0,5,0,0,0
XD-Violence,Election.2005__#00-47-57_00-50-54_label_B5-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0185_XD-Violence_Election.2005___00-47-57_00-50-54_label_B5-0-0.png,3,0,0,4,0,0,1
XD-Violence,Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0186_XD-Violence_Fast.Five.2011___00-01-41_00-01-57_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0187_XD-Violence_Fast.Five.2011___00-32-05_00-32-24_label_B1-B2-0.png,1,1,0,1,0,0,0
XD-Violence,Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0188_XD-Violence_Fast.Five.2011___00-32-56_00-33-26_label_B2-0-0.png,2,0,0,1,0,0,0
XD-Violence,Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0189_XD-Violence_Fast.Five.2011___01-29-27_01-32-05_label_B1-0-0.png,1,0,0,3,0,0,0
XD-Violence,Fast.Furious.2009__#00-21-06_00-21-57_label_B6-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0190_XD-Violence_Fast.Furious.2009___00-21-06_00-21-57_label_B6-B2-0.png,1,0,1,2,0,0,0
XD-Violence,Fast.Furious.2009__#00-25-59_00-26-25_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0191_XD-Violence_Fast.Furious.2009___00-25-59_00-26-25_label_B1-0-0.png,1,0,0,1,0,0,1
XD-Violence,Fast.Furious.2009__#00-42-10_00-42-41_label_B6-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0192_XD-Violence_Fast.Furious.2009___00-42-10_00-42-41_label_B6-0-0.png,1,0,0,1,0,0,0
XD-Violence,Fast.Furious.2009__#01-18-00_01-19-00_label_B2-B6-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0193_XD-Violence_Fast.Furious.2009___01-18-00_01-19-00_label_B2-B6-0.png,2,0,0,1,0,0,0
XD-Violence,Fast.Furious.2009__#01-29-10_01-29-55_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0194_XD-Violence_Fast.Furious.2009___01-29-10_01-29-55_label_B2-0-0.png,1,0,0,2,0,0,0
XD-Violence,Fast.Furious.6.2013__#00-45-40_00-47-13_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0195_XD-Violence_Fast.Furious.6.2013___00-45-40_00-47-13_label_B2-0-0.png,5,1,0,2,0,0,0
XD-Violence,Fast.Furious.6.2013__#01-03-25_01-04-59_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0196_XD-Violence_Fast.Furious.6.2013___01-03-25_01-04-59_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0197_XD-Violence_Fast.Furious.6.2013___01-38-33_01-39-20_label_B1-0-0.png,1,1,0,1,0,0,0
XD-Violence,Fury.2014__#00-07-30_00-07-58_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0198_XD-Violence_Fury.2014___00-07-30_00-07-58_label_G-0-0.png,0,2,0,1,0,0,0
XD-Violence,Fury.2014__#00-39-36_00-40-44_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0199_XD-Violence_Fury.2014___00-39-36_00-40-44_label_B1-B2-0.png,1,1,0,2,0,0,1
XD-Violence,Gladiator.2000__#01-10-27_01-11-59_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0200_XD-Violence_Gladiator.2000___01-10-27_01-11-59_label_B1-0-0.png,1,0,0,2,0,0,0
XD-Violence,God.Bless.America.2011__#00-12-40_00-13-12_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0201_XD-Violence_God.Bless.America.2011___00-12-40_00-13-12_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,God.Bless.America.2011__#00-38-25_00-39-37_label_B2-B5-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0202_XD-Violence_God.Bless.America.2011___00-38-25_00-39-37_label_B2-B5-0.png,2,1,0,3,0,0,0
XD-Violence,God.Bless.America.2011__#01-32-00_01-32-50_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0203_XD-Violence_God.Bless.America.2011___01-32-00_01-32-50_label_B2-0-0.png,0,1,0,2,1,0,2
XD-Violence,GoldenEye.1995__#00-10-00_00-10-40_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0204_XD-Violence_GoldenEye.1995___00-10-00_00-10-40_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0205_XD-Violence_GoldenEye.1995___00-24-53_00-25-06_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0206_XD-Violence_GoldenEye.1995___01-17-05_01-19-57_label_B2-B1-0.png,5,2,0,5,0,0,0
XD-Violence,GoldenEye.1995__#02-02-15_02-02-47_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0207_XD-Violence_GoldenEye.1995___02-02-15_02-02-47_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,GoldenEye.1995__#02-03-40_02-04-13_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0208_XD-Violence_GoldenEye.1995___02-03-40_02-04-13_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Haywire.2011__#00-03-51_00-05-12_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0209_XD-Violence_Haywire.2011___00-03-51_00-05-12_label_B1-B2-0.png,2,0,1,2,0,0,0
XD-Violence,Haywire.2011__#00-16-07_00-16-49_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0210_XD-Violence_Haywire.2011___00-16-07_00-16-49_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0211_XD-Violence_Haywire.2011___00-39-07_00-41-48_label_B1-B2-0.png,2,1,0,6,0,0,1
XD-Violence,Haywire.2011__#01-20-20_01-21-57_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0212_XD-Violence_Haywire.2011___01-20-20_01-21-57_label_B1-0-0.png,1,0,0,2,0,0,1
XD-Violence,IP.Man.2.2010__#00-07-14_00-09-13_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0213_XD-Violence_IP.Man.2.2010___00-07-14_00-09-13_label_B1-0-0.png,4,0,0,2,0,0,1
XD-Violence,IP.Man.2.2010__#01-35-55_01-39-11_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0214_XD-Violence_IP.Man.2.2010___01-35-55_01-39-11_label_B1-0-0.png,3,0,0,4,0,0,0
XD-Violence,Ip.Man.2008__#00-46-51_00-47-30_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0215_XD-Violence_Ip.Man.2008___00-46-51_00-47-30_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Ip.Man.2008__#00-48-57_00-50-47_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0216_XD-Violence_Ip.Man.2008___00-48-57_00-50-47_label_B1-0-0.png,3,0,0,3,0,0,0
XD-Violence,Ip.Man.2008__#01-14-31_01-15-24_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0217_XD-Violence_Ip.Man.2008___01-14-31_01-15-24_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Ip.Man.2008__#01-40-37_01-42-07_label_B4-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0218_XD-Violence_Ip.Man.2008___01-40-37_01-42-07_label_B4-0-0.png,1,0,0,2,0,0,0
XD-Violence,Ip.Man.3.2015__#00-17-51_00-18-51_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0219_XD-Violence_Ip.Man.3.2015___00-17-51_00-18-51_label_B1-0-0.png,2,0,0,1,0,0,0
XD-Violence,Ip.Man.3.2015__#00-44-45_00-45-08_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0220_XD-Violence_Ip.Man.3.2015___00-44-45_00-45-08_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0221_XD-Violence_Ip.Man.3.2015___00-46-08_00-54-20_label_B1-0-0.png,6,0,0,8,0,0,1
XD-Violence,Jason.Bourne.2016__#0-17-25_0-18-53_label_B4-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0222_XD-Violence_Jason.Bourne.2016___0-17-25_0-18-53_label_B4-0-0.png,3,0,0,2,0,0,0
XD-Violence,Jason.Bourne.2016__#0-29-48_0-30-29_label_B4-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0223_XD-Violence_Jason.Bourne.2016___0-29-48_0-30-29_label_B4-0-0.png,2,0,0,1,0,0,0
XD-Violence,Jason.Bourne.2016__#0-50-20_0-50-30_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0224_XD-Violence_Jason.Bourne.2016___0-50-20_0-50-30_label_G-0-0.png,0,1,0,1,0,0,0
XD-Violence,Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0225_XD-Violence_Kill.Bill.Vol.1.2003___01-17-20_01-20-20_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Kill.Bill.Vol.1.2003__#01-21-39_01-26-55_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0226_XD-Violence_Kill.Bill.Vol.1.2003___01-21-39_01-26-55_label_B1-0-0.png,1,0,0,6,0,0,0
XD-Violence,Kill.Bill.Vol.1.2003__#01-26-56_01-28-18_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0227_XD-Violence_Kill.Bill.Vol.1.2003___01-26-56_01-28-18_label_B1-0-0.png,1,0,0,2,0,0,0
XD-Violence,Kill.Bill.Vol.2.2004__#0-25-20_0-26-20_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0228_XD-Violence_Kill.Bill.Vol.2.2004___0-25-20_0-26-20_label_B2-0-0.png,0,1,0,1,0,0,2
XD-Violence,Kingsman.The.Golden.Circle.2017__#00-35-55_00-36-35_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0229_XD-Violence_Kingsman.The.Golden.Circle.2017___00-35-55_00-36-35_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Kingsman.The.Golden.Circle.2017__#00-41-22_00-41-32_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0230_XD-Violence_Kingsman.The.Golden.Circle.2017___00-41-22_00-41-32_label_B2-0-0.png,0,1,0,2,1,0,0
XD-Violence,Kingsman.The.Secret.Service.2014__#00-22-10_00-23-10_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0231_XD-Violence_Kingsman.The.Secret.Service.2014___00-22-10_00-23-10_label_B2-0-0.png,1,0,0,1,0,0,1
XD-Violence,Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0232_XD-Violence_Kingsman.The.Secret.Service.2014___01-43-40_01-44-50_label_B2-G-0.png,0,2,1,3,0,0,0
XD-Violence,Law.Abiding.Citizen.2009__#01-26-34_01-27-25_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0233_XD-Violence_Law.Abiding.Citizen.2009___01-26-34_01-27-25_label_B2-0-0.png,1,0,0,1,0,0,0
XD-Violence,Lord.of.War__#00-50-10_00-50-50_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0234_XD-Violence_Lord.of.War___00-50-10_00-50-50_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Lord.of.War__#01-41-04_01-41-53_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0235_XD-Violence_Lord.of.War___01-41-04_01-41-53_label_B1-0-0.png,0,1,1,1,0,0,1
XD-Violence,Love.Death.and.Robots.S01E10__#0-01-00_0-02-13_label_B2-G-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0236_XD-Violence_Love.Death.and.Robots.S01E10___0-01-00_0-02-13_label_B2-G-0.png,1,2,0,1,0,0,0
XD-Violence,Love.Death.and.Robots.S01E13__#0-11-48_0-12-07_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0237_XD-Violence_Love.Death.and.Robots.S01E13___0-11-48_0-12-07_label_G-0-0.png,1,0,0,1,0,0,1
XD-Violence,Love.Death.and.Robots.S01E15__#0-05-38_0-06-18_label_G-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0238_XD-Violence_Love.Death.and.Robots.S01E15___0-05-38_0-06-18_label_G-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mindhunters.2004__#01-19-00_01-20-05_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0239_XD-Violence_Mindhunters.2004___01-19-00_01-20-05_label_B2-0-0.png,1,1,0,1,0,0,0
XD-Violence,Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0240_XD-Violence_Mission.Impossible.Fallout.2018___00-31-21_00-32-50_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.Fallout.2018__#00-39-18_00-40-36_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0241_XD-Violence_Mission.Impossible.Fallout.2018___00-39-18_00-40-36_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.Fallout.2018__#02-03-50_02-04-35_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0242_XD-Violence_Mission.Impossible.Fallout.2018___02-03-50_02-04-35_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.Ghost.Protocol.2011__#00-01-18_00-01-40_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0243_XD-Violence_Mission.Impossible.Ghost.Protocol.2011___00-01-18_00-01-40_label_B2-0-0.png,1,1,0,1,0,0,0
XD-Violence,Mission.Impossible.Ghost.Protocol.2011__#01-12-38_01-13-43_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0244_XD-Violence_Mission.Impossible.Ghost.Protocol.2011___01-12-38_01-13-43_label_B1-0-0.png,2,1,0,2,0,0,0
XD-Violence,Mission.Impossible.Ghost.Protocol.2011__#01-54-24_01-54-50_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0245_XD-Violence_Mission.Impossible.Ghost.Protocol.2011___01-54-24_01-54-50_label_B1-0-0.png,1,0,0,1,0,0,0
XD-Violence,Mission.Impossible.Ghost.Protocol.2011__#01-56-52_01-57-03_label_B1-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0246_XD-Violence_Mission.Impossible.Ghost.Protocol.2011___01-56-52_01-57-03_label_B1-0-0.png,0,1,0,1,0,0,0
XD-Violence,Mission.Impossible.II.2000__#01-18-55_01-20-53_label_B2-0-0,outputs/26-07-08-11-15-low-fp-visualization/outputs/low_fp_visualizations/0247_XD-Violence_Mission.Impossible.II.2000___01-18-55_01-20-53_label_B2-0-0.png,1,0,0,5,0,0,0
